,rank,song_name,song_id,artist_name,artist_id,alb_name,alb_id
0,1,가을 아침,30636089,아이유,261143,꽃갈피 둘,10096855
1,2,좋니,30486509,윤종신,437,LISTEN 010 좋니,10073513
2,3,시차 (We Are) (Feat. 로꼬 & GRAY),30613202,우원재,1866689,시차 (We Are),10093389
3,4,썸 탈꺼야,30657307,볼빨간사춘기,792022,Red Diary Page.1,10100191
4,5,가시나,30587846,선미,22938,SUNMI SPECIAL EDITION '가시나',10089089
5,6,잠 못 드는 밤 비는 내리고,30646585,아이유,261143,꽃갈피 둘,10096855
6,7,DNA,30637982,방탄소년단,672375,LOVE YOURSELF 承 'Her',10097112
7,8,나의 사춘기에게,30657311,볼빨간사춘기,792022,Red Diary Page.1,10100191
8,9,비도 오고 그래서 (Feat. 신용재),30492279,헤이즈 (Heize),751611,/// (너 먹구름 비),10074454
9,10,Blue,30657308,볼빨간사춘기,792022,Red Diary Page.1,10100191
10,11,밤편지,30314784,아이유,261143,밤편지,10047890
11,12,all of my life,30550388,박원,41499,0M,10083290
12,13,매일 듣는 노래 (A Daily Song),30467550,황치열,205746,Be Ordinary,10070673
13,14,비밀의 화원,30646584,아이유,261143,꽃갈피 둘,10096855
14,15,에너제틱 (Energetic),30568338,Wanna One (워너원),1865973,1X1=1(TO BE ONE),10085951
15,16,빨간 맛 (Red Flavor),30512671,Red Velvet (레드벨벳),780066,The Red Summer - Summer Mini Album,10077879
16,17,마지막처럼,30481578,BLACKPINK,995169,마지막처럼,10072696
17,18,Shape of You,30188113,Ed Sheeran,549800,÷ (Deluxe),10028835
18,19,"Red Sun (Feat. ZICO, Swings)",30601121,행주,340669,쇼미더머니 6 Episode 4,10091285
19,20,N분의1 (Feat. 다이나믹듀오),30566061,넉살,672461,쇼미더머니 6 Episode 1,10085618
20,21,널 너무 모르고,30492276,헤이즈 (Heize),751611,/// (너 먹구름 비),10074454
21,22,남이 될 수 있을까,30468654,볼빨간사춘기,792022,남이 될 수 있을까,10070846
22,23,봄날,30244931,방탄소년단,672375,YOU NEVER WALK ALONE,10037969
23,24,매일 그대와,30646588,아이유,261143,꽃갈피 둘,10096855
24,25,Best Of Me,30637983,방탄소년단,672375,LOVE YOURSELF 承 'Her',10097112
25,26,사랑하지 않은 것처럼,30550293,버즈,160091,'Be One' - Buzz The 1st Mini Album,10083276
26,27,"요즘것들 (Feat. ZICO, DEAN)",30566064,행주,340669,쇼미더머니 6 Episode 1,10085618
27,28,어젯밤 이야기,30646586,아이유,261143,꽃갈피 둘,10096855
28,29,고쳐주세요,30657309,볼빨간사춘기,792022,Red Diary Page.1,10100191
29,30,Artist,30519033,지코 (ZICO),602056,TELEVISION,10078915
30,31,상상,30657310,볼빨간사춘기,792022,Red Diary Page.1,10100191
31,32,고민보다 Go,30637988,방탄소년단,672375,LOVE YOURSELF 承 'Her',10097112
32,33,베베 (BABE),30605241,현아,449401,Following,10091938
33,34,처음부터 너와 나,30414090,볼빨간사춘기,792022,군주 - 가면의 주인 OST Part.2,10062351
34,35,팔레트 (Feat. G-DRAGON),30378156,아이유,261143,Palette,10056666
35,36,Ko Ko Bop,30529996,EXO,724619,THE WAR - The 4th Album,10080589
36,37,첫눈처럼 너에게 가겠다,30190630,에일리(Ailee),629831,도깨비 OST Part.9,10029181
37,38,보조개,30637984,방탄소년단,672375,LOVE YOURSELF 承 'Her',10097112
38,39,오늘 취하면 (Feat. 창모) (Prod. SUGA),30390068,SURAN (수란),792765,WINE,10058598
39,40,"무제(無題) (Untitled, 2014)",30461396,G-DRAGON,6984,권지용,10069644
40,41,선물,30514366,멜로망스,839732,Moonlight,10078176
41,42,귀를 기울이면 (LOVE WHISPER),30558525,여자친구 (GFRIEND),828478,여자친구 The 5th Mini Album 'PARALLEL',10084442
42,43,MIC Drop,30637987,방탄소년단,672375,LOVE YOURSELF 承 'Her',10097112
43,44,Why Don't You Know (Feat. 넉살),30457690,청하,968265,Hands on Me,10068972
44,45,실화,30651724,케이윌,175139,The 4th Album Part.1 'Nonfiction',10099295
45,46,나로 말할 것 같으면 (Yes I am),30488202,마마무 (Mamamoo),750053,Purple,10073791
46,47,Marry Me,4786735,마크툽 (MAKTUB),566431,마크툽 프로젝트 Vol.03,2271467
47,48,Pied Piper,30637985,방탄소년단,672375,LOVE YOURSELF 承 'Her',10097112
48,49,DINOSAUR,30536155,AKMU (악뮤),712452,SUMMER EPISODE,10081450
49,50,필라멘트 (Feat. BSK A.K.A 김범수),30601123,넉살,672461,쇼미더머니 6 Episode 4,10091285
50,51,사랑이 잘 (With 오혁),30349593,아이유,261143,사랑이 잘,10052968
51,52,피 땀 눈물,30029173,방탄소년단,672375,WINGS,10004707
52,53,Power,30616684,EXO,724619,The Power of Music - The 4th Album Repackage,10093773
53,54,어디에도,8033528,엠씨더맥스 (M.C the MAX),161636,pathos,2664299
54,55,개여울,30646587,아이유,261143,꽃갈피 둘,10096855
55,56,REALLY REALLY,30341745,WINNER,775197,FATE NUMBER FOR,10051659
56,57,이 별,30637776,길구봉구,500421,Star,10097064
57,58,활활 (Burn It Up),30568337,Wanna One (워너원),1865973,1X1=1(TO BE ONE),10085951
58,59,미치고 싶다,30399360,한동근,711476,한동근 1ST ALBUM 'Your Diary',10059997
59,60,좋다고 말해,30163110,볼빨간사춘기,792022,Full Album RED PLANET 'Hidden Track',10024816
60,61,나만 안되는 연애,9620473,볼빨간사춘기,792022,Full Album RED PLANET,2707131
61,62,D (half moon) (Feat. 개코),8109412,DEAN,880630,130 Mood : TRBL,2674623
62,63,Closer (Feat. Halsey),8287788,The Chainsmokers,713297,Collage EP,2700553
63,64,New Face,30403590,싸이 (PSY),3865,PSY 8th 4X2=8,10060647
64,65,Intro : Serendipity,30637981,방탄소년단,672375,LOVE YOURSELF 承 'Her',10097112
65,66,FANXY CHILD (Feat. FANXY CHILD),30519035,지코 (ZICO),602056,TELEVISION,10078915
66,67,우주를 줄게,9620469,볼빨간사춘기,792022,Full Album RED PLANET,2707131
67,68,폰서트,30611680,10CM,468244,4.0,10093077
68,69,바람이 불었으면 좋겠어,4383833,길구봉구,500421,바람이 불었으면 좋겠어,2224353
69,70,LOVE ME LOVE ME,30565334,WINNER,775197,OUR TWENTY FOR,10085466
70,71,SEARCH (Feat. 카더가든),30588628,행주,340669,쇼미더머니 6 Episode 3,10089191
71,72,Love Yourself,7931286,Justin Bieber,420621,Purpose (Deluxe),2337419
72,73,너였다면,8203900,정승환,792091,또 오해영 OST Part.5,2687963
73,74,SIGNAL,30413326,TWICE (트와이스),905701,SIGNAL,10062172
74,75,불장난,30069773,BLACKPINK,995169,SQUARE TWO,10011491
75,76,돌아오지마 (Feat. 용준형 Of 비스트),8143111,헤이즈 (Heize),751611,돌아오지마,2679308
76,77,그대라는 사치,9614761,한동근,711476,The 3rd Digital Single '그대라는 사치',2706226
77,78,Outro : Her,30637989,방탄소년단,672375,LOVE YOURSELF 承 'Her',10097112
78,79,Something Just Like This,30271730,The Chainsmokers,713297,Memories...Do Not Open,10031250
79,80,있다면,30543235,뉴이스트 W,1816966,NU'EST W '있다면',10082330
80,81,여보세요,4032981,뉴이스트,640891,THE SECOND MINI ALBUM '여보세요',2175137
81,82,BLUE MOON (Prod. GroovyRoom),30367365,효린,573812,BLUE MOON,10055259
82,83,FIVE,30492606,Apink (에이핑크),534360,Pink UP,10074500
83,84,여름비 (SUMMER RAIN),30630736,여자친구 (GFRIEND),828478,여자친구 The 5th Mini Album Repackage 'RAINBOW',10096067
84,85,길,30654623,폴킴,752425,정규 1집 Part.1 '길',10099694
85,86,Rollin',30648988,B1A4,535440,Rollin',10098883
86,87,"어디 (Feat. DEAN, ZICO)",30576771,킬라그램 (KILLAGRAMZ),1023874,쇼미더머니 6 Episode 2,10087397
87,88,Wanna Be (My Baby),30568339,Wanna One (워너원),1865973,1X1=1(TO BE ONE),10085951
88,89,"또 (Feat. Tiger JK, Bizzy, 마샬(MRSHLL))",30588627,우원재,1866689,쇼미더머니 6 Episode 3,10089191
89,90,전야 (前夜) (The Eve),30529995,EXO,724619,THE WAR - The 4th Album,10080589
