,rank,song_name,song_id,artist_name,artist_id,alb_name,alb_id
0,1,선물,30514366,멜로망스,839732,Moonlight,10078176
1,2,"그때의 나, 그때의 우리",30709103,어반자카파,420527,"그때의 나, 그때의 우리",10108597
2,3,연애소설 (Feat. 아이유),30688500,에픽하이 (EPIK HIGH),108356,WE'VE DONE SOMETHING WONDERFUL,10105030
3,4,LIKEY,30700708,TWICE (트와이스),905701,twicetagram,10107114
4,5,그리워하다,30672529,비투비,647971,Brother Act.,10102658
5,6,썸 탈꺼야,30657307,볼빨간사춘기,792022,Red Diary Page.1,10100191
6,7,좋니,30486509,윤종신,437,LISTEN 010 좋니,10073513
7,8,빈차 (Feat. 오혁),30688502,에픽하이 (EPIK HIGH),108356,WE'VE DONE SOMETHING WONDERFUL,10105030
8,9,시차 (We Are) (Feat. 로꼬 & GRAY),30613202,우원재,1866689,시차 (We Are),10093389
9,10,그 사람을 아나요,30688990,임창정,1142,그 사람을 아나요,10105113
10,11,"노땡큐 (Feat. MINO, 사이먼 도미닉, 더콰이엇)",30688501,에픽하이 (EPIK HIGH),108356,WE'VE DONE SOMETHING WONDERFUL,10105030
11,12,나의 사춘기에게,30657311,볼빨간사춘기,792022,Red Diary Page.1,10100191
12,13,all of my life,30550388,박원,41499,0M,10083290
13,14,Blue,30657308,볼빨간사춘기,792022,Red Diary Page.1,10100191
14,15,가시나,30587846,선미,22938,SUNMI SPECIAL EDITION '가시나',10089089
15,16,가을 아침,30636089,아이유,261143,꽃갈피 둘,10096855
16,17,DNA,30637982,방탄소년단,672375,LOVE YOURSELF 承 'Her',10097112
17,18,비도 오고 그래서 (Feat. 신용재),30492279,헤이즈 (Heize),751611,/// (너 먹구름 비),10074454
18,19,눈 떠보니 이별이더라,30690674,포맨 (4MEN),100176,REMEMBER ME,10105438
19,20,밤편지,30314784,아이유,261143,밤편지,10047890
20,21,Shape of You,30188113,Ed Sheeran,549800,÷ (Deluxe),10028835
21,22,매일 듣는 노래 (A Daily Song),30467550,황치열,205746,Be Ordinary,10070673
22,23,이 별,30637776,길구봉구,500421,Star,10097064
23,24,밤이 되니까,30659630,펀치 (Punch),749640,밤이 되니까,10100577
24,25,에너제틱 (Energetic),30568338,Wanna One (워너원),1865973,1X1=1(TO BE ONE),10085951
25,26,잠 못 드는 밤 비는 내리고,30646585,아이유,261143,꽃갈피 둘,10096855
26,27,사랑하지 않은 것처럼,30550293,버즈,160091,'Be One' - Buzz The 1st Mini Album,10083276
27,28,봄날,30244931,방탄소년단,672375,YOU NEVER WALK ALONE,10037969
28,29,마지막처럼,30481578,BLACKPINK,995169,마지막처럼,10072696
29,30,빨간 맛 (Red Flavor),30512671,Red Velvet (레드벨벳),780066,The Red Summer - Summer Mini Album,10077879
30,31,덜덜덜,30713051,EXID,630454,Full Moon,10109244
31,32,남이 될 수 있을까,30468654,볼빨간사춘기,792022,남이 될 수 있을까,10070846
32,33,첫눈처럼 너에게 가겠다,30190630,에일리(Ailee),629831,도깨비 OST Part.9,10029181
33,34,널 너무 모르고,30492276,헤이즈 (Heize),751611,/// (너 먹구름 비),10074454
34,35,나의 밤 나의 너,30698332,성시경,3305,나의 밤 나의 너,10106733
35,36,고민보다 Go,30637988,방탄소년단,672375,LOVE YOURSELF 承 'Her',10097112
36,37,헤어질 수 밖에,30675647,김나영,735094,헤어질 수 밖에,10103242
37,38,박수,30712793,세븐틴,861436,"SEVENTEEN 2ND ALBUM 'TEEN, AGE'",10109208
38,39,WHERE YOU AT,30661885,뉴이스트 W,1816966,"W, HERE",10100941
39,40,처음부터 너와 나,30414090,볼빨간사춘기,792022,군주 - 가면의 주인 OST Part.2,10062351
40,41,바람이 불었으면 좋겠어,4383833,길구봉구,500421,바람이 불었으면 좋겠어,2224353
41,42,윤종신,,윤종신,437,건반 위의 하이에나,10100704
42,43,팔레트 (Feat. G-DRAGON),30378156,아이유,261143,Palette,10056666
43,44,Shall We Dance,30714007,블락비 (Block B),532201,MONTAGE,10109377
44,45,폰서트,30611680,10CM,468244,4.0,10093077
45,46,어디에도,8033528,엠씨더맥스 (M.C the MAX),161636,pathos,2664299
46,47,Artist,30519033,지코 (ZICO),602056,TELEVISION,10078915
47,48,고쳐주세요,30657309,볼빨간사춘기,792022,Red Diary Page.1,10100191
48,49,베베 (BABE),30605241,현아,449401,Following,10091938
49,50,여보세요,4032981,뉴이스트,640891,THE SECOND MINI ALBUM '여보세요',2175137
50,51,Best Of Me,30637983,방탄소년단,672375,LOVE YOURSELF 承 'Her',10097112
51,52,있다면,30543235,뉴이스트 W,1816966,NU'EST W '있다면',10082330
52,53,"무제(無題) (Untitled, 2014)",30461396,G-DRAGON,6984,권지용,10069644
53,54,Marry Me,4786735,마크툽 (MAKTUB),566431,마크툽 프로젝트 Vol.03,2271467
54,55,N분의1 (Feat. 다이나믹듀오),30566061,넉살,672461,쇼미더머니 6 Episode 1,10085618
55,56,상상,30657310,볼빨간사춘기,792022,Red Diary Page.1,10100191
56,57,피 땀 눈물,30029173,방탄소년단,672375,WINGS,10004707
57,58,오늘 취하면 (Feat. 창모) (Prod. SUGA),30390068,SURAN (수란),792765,WINE,10058598
58,59,Ko Ko Bop,30529996,EXO,724619,THE WAR - The 4th Album,10080589
59,60,가을 안부,30669593,먼데이 키즈 (Monday Kiz),175155,가을 안부,10102177
60,61,REALLY REALLY,30341745,WINNER,775197,FATE NUMBER FOR,10051659
61,62,어쩔 수 없지 뭐,30672400,하이라이트 (Highlight),1624993,CELEBRATE,10102644
62,63,MIC Drop,30637987,방탄소년단,672375,LOVE YOURSELF 承 'Her',10097112
63,64,노력,30099927,박원,41499,1/24,10016012
64,65,"요즘것들 (Feat. ZICO, DEAN)",30566064,행주,340669,쇼미더머니 6 Episode 1,10085618
65,66,비밀의 화원,30646584,아이유,261143,꽃갈피 둘,10096855
66,67,오늘도 그리워 그리워,30680190,다비치,236815,당신이 잠든 사이에 OST Part.7,10104028
67,68,나만 안되는 연애,9620473,볼빨간사춘기,792022,Full Album RED PLANET,2707131
68,69,활활 (Burn It Up),30568337,Wanna One (워너원),1865973,1X1=1(TO BE ONE),10085951
69,70,짙어져,30667988,멜로망스,839732,Yellow OST Part.2,10101927
70,71,나에게 넌,30663524,다비치,236815,나에게 넌,10101322
71,72,상실의 순기능 (Feat. 수현),30688504,에픽하이 (EPIK HIGH),108356,WE'VE DONE SOMETHING WONDERFUL,10105030
72,73,보조개,30637984,방탄소년단,672375,LOVE YOURSELF 承 'Her',10097112
73,74,Closer (Feat. Halsey),8287788,The Chainsmokers,713297,Collage EP,2700553
74,75,Bye Babe,30710522,10CM,468244,Bye Babe - SM STATION,10108857
75,76,미로,30691729,김나영,735094,당신이 잠든 사이에 OST Part.8,10105643
76,77,러브스토리 (Feat. 크러쉬),30715020,SURAN (수란),792765,러브스토리 (Love Story),10109526
77,78,비행운,30086173,문문 (MoonMoon),927668,LIFE IS BEAUTY FULL,10013929
78,79,하루만,30661884,뉴이스트 W,1816966,"W, HERE",10100941
79,80,Pied Piper,30637985,방탄소년단,672375,LOVE YOURSELF 承 'Her',10097112
80,81,Power,30616684,EXO,724619,The Power of Music - The 4th Album Repackage,10093773
81,82,"Red Sun (Feat. ZICO, Swings)",30601121,행주,340669,쇼미더머니 6 Episode 4,10091285
82,83,바보야 (With 이해리 of 다비치),30693104,스탠딩 에그,467880,바보야,10105896
83,84,Black Suit,30712771,SUPER JUNIOR (슈퍼주니어),175404,PLAY - The 8th Album,10109125
84,85,좋다고 말해,30163110,볼빨간사춘기,792022,Full Album RED PLANET 'Hidden Track',10024816
85,86,MOVIE,30286429,비투비,647971,Feel'eM,10041603
86,87,Intro : Serendipity,30637981,방탄소년단,672375,LOVE YOURSELF 承 'Her',10097112
87,88,그림자,30660684,휘인 (Whee In),756533,Yellow OST Part.1,10100702
88,89,Perhaps Love (사랑인가요) (Prod.By 박근태),30660281,에릭남 (Eric Nam),592049,Your BGM Vol.1,10100657
